-1.292575701112296027e+00,4.381238804755984151e-01,1.651066759339290702e+00,-1.573078166063205163e+00,1.183100364144726191e+00,-5.212132408508254322e+00,3.210956796213875197e+00,-4.639762495393673802e+00,5.880608535965792250e+00,-4.830166651224368835e+00,7.657653392764260936e+00,1.117181040872066156e-01,8.874143789964975326e+00,-1.436859247562855213e+00,8.191420681965981387e+00,-3.107986471702680831e+00,1.021884160113819284e+01,-1.041669728509266868e+00,9.758341942408192082e+00,-3.643576495163234785e+00,1.278376645037559101e+01,-7.620055955045608176e-01,1.119781963237044842e+01,-3.262006325961650077e+00,1.182673425763986508e+01,-1.996153895460362149e+00,1.218642984126563888e+01,-2.982179439512280705e+00,1.339281125807405814e+01,-1.252302152036274041e+00,1.429412602080115668e+01,1.334664984060743187e+00,1.766533248337090356e+01,2.813268163873564376e+00,1.730903685301514727e+01,-2.094774346486061312e-02,1.872828827019865727e+01,2.786933283927653271e+00,1.937575371485316822e+01,1.081652014549745244e+00
1.706071305062394128e+00,-4.051358187651976639e-01,1.563158025675607243e-01,-1.599881803300401639e+00,2.047168150715741763e+00,-2.520796415730724771e+00,1.093078947548830060e+00,-4.828253882534062846e+00,7.441669390324121558e+00,-3.929661428612184260e+00,6.139711899859477739e+00,-1.473518640060085927e+00,8.871571985218373868e+00,-2.769636207466732891e+00,9.954417421346168027e+00,-3.066073181192290331e+00,1.065463162169856481e+01,-9.982333215993635100e-01,1.036085238915332418e+01,-2.118726126899343587e+00,1.050676005687736669e+01,-1.072334272801247268e+00,1.185933017213051421e+01,-3.982992561395764408e+00,1.207805083858495365e+01,-4.460472420139024230e+00,1.129712695161176050e+01,-2.941050814188058027e+00,1.444634636100782288e+01,-1.426033028440626182e+00,1.541752142642631540e+01,5.395086277822926935e-01,1.684804590810953329e+01,1.704068636907390522e+00,1.923936490234196128e+01,1.341110745056538267e+00,1.991416516211076626e+01,-1.920876093007760410e+00,1.962988201807806021e+01,5.928916722920218874e-01
-8.977882366586965590e-01,-5.237603548091028793e-01,-1.122016653347480464e+00,-1.471324203193915992e+00,1.871756420663904352e+00,-2.781130768847305479e+00,4.087123054752304974e+00,-4.758309138653115333e+00,5.236426081881093708e+00,-2.486908886596832069e+00,5.827648435872864852e+00,-2.939000485057683854e+00,9.670024657626376197e+00,-5.332291485072677695e-01,8.249210354636598908e+00,-3.232655080094607225e+00,9.468098911194914535e+00,-1.808945157975002438e+00,9.231781862205220790e+00,-2.213601388983561513e+00,9.691020425482454570e+00,-1.410646086915712027e+00,1.004478307605971033e+01,-1.469810560045683223e+00,9.990840911080761444e+00,-2.620002326467741227e+00,9.833411427830629492e+00,-3.833377594054659276e+00,1.404532969254215224e+01,-3.890350665390198692e-01,1.699628596097522504e+01,1.938194094267444267e+00,1.751252650403517919e+01,1.519739758185987277e+00,1.781139804949310346e+01,1.268019210181563716e+00,1.967415390891943261e+01,4.837836863997715398e-01,1.970324335182114694e+01,1.149498566511734376e-01
-6.745239948145531628e-02,-4.037577914354151809e-01,-1.057926310026844341e+00,-1.101830658566762322e+00,2.421529505787654024e-01,-2.853636321726860992e+00,5.061798259873064865e+00,-2.181017212940997485e+00,5.125472544784966722e+00,-3.021465018126363145e+00,7.434617280447644028e+00,-1.231198093909074531e+00,7.135772195737400736e+00,-1.658345462196312514e+00,7.133920656508546010e+00,-2.508096489529433093e+00,1.013521213733385906e+01,4.259588978343880061e-01,8.154027527567611955e+00,-2.603277471987736069e-01,1.226898209921876770e+01,-2.198574570757105828e+00,1.052425556646055149e+01,-3.847706377673520084e+00,1.142459763786888161e+01,-3.428948371056606437e+00,1.272668858135499370e+01,-2.971088040903451688e+00,1.331474219537772896e+01,-7.370487559736749184e-01,1.611286663921756812e+01,3.762874040215035132e-01,1.798496006290643123e+01,2.149898228534297573e+00,1.529254497654914857e+01,2.222136789522197287e+00,1.859898335817291226e+01,2.561671375963912922e+00,1.951703473644916187e+01,-5.397772539702732075e-01
-8.384962823998417525e-01,-1.349691470459076337e+00,1.637809169917753827e-01,-2.468890571970443482e+00,1.769068717211135233e+00,-2.445736035601516090e+00,2.129409828301575658e+00,-3.240027267539335121e+00,6.318586240221885753e+00,-4.675019995346368695e+00,5.248965423990973989e+00,-2.631815258935266577e+00,9.327096640784027670e+00,-8.539981735791810635e-01,8.906273375402047776e+00,-3.503960818891524998e+00,1.100583585685559385e+01,4.100294866103197933e-01,8.782517805660525312e+00,-2.124446163910140406e+00,1.091103592081261198e+01,-1.293506486356751806e+00,1.278004281397554642e+01,-9.953613056377048629e-01,1.200053558687820399e+01,-1.563341606757884028e+00,1.334412570779848295e+01,-4.076506558439337624e+00,1.548283961360273508e+01,-1.371325669600483632e+00,1.554680533839404433e+01,-2.956776766281048463e-01,1.842612858323328595e+01,-2.665050269626378920e-02,1.838889387094943118e+01,-9.187254715247381576e-01,1.827701320467165402e+01,-9.769999308386012604e-01,2.045465331217511817e+01,6.818881076137597308e-01
2.723393129218052988e-01,-6.725090987537692966e-01,8.660564893544253628e-01,-2.332980114401358218e+00,2.122099614370135612e+00,-1.469420487636188710e+00,3.354864279620900280e+00,-2.123173822286840373e+00,3.683899688115142013e+00,-4.422403989697306415e+00,7.550147980804333692e+00,-1.192657850168612033e+00,9.605496218509275153e+00,-1.859720497280279439e+00,6.922954448860444643e+00,-2.264176164117421841e+00,7.566245844660661746e+00,1.929344100672146789e-01,1.150893531384330970e+01,-1.958120839811362757e+00,1.193952375086161766e+01,-1.104227583645686073e+00,1.143168979802989504e+01,-3.273568804775389918e+00,1.251542165004012297e+01,-3.901656572172234050e+00,1.197850256993006290e+01,-2.657666828504764212e+00,1.327130618261003114e+01,-9.713275218193628824e-01,1.759357155108402893e+01,2.230257379178386401e+00,1.660076397812163762e+01,1.612877566752167091e+00,1.661087986123739313e+01,3.455566363003972796e+00,1.821508596821508874e+01,1.367517519269421333e+00,2.063444317771782721e+01,-1.645907879425748011e+00
-1.642267035069670200e+00,8.820215436791871699e-01,1.999266556996052380e+00,-9.642812426800031478e-01,1.817978569477135098e+00,-4.701916260904559941e+00,3.931515548983112396e+00,-4.488118710958170610e+00,3.669271794128026620e+00,-1.658473389367904893e+00,6.849617981900618879e+00,-3.402904124843783684e+00,8.800484462414406295e+00,-1.199489978581798066e+00,1.008606601637215405e+01,-3.214789884634383199e+00,9.451665861838229432e+00,-1.763717165436887280e+00,1.039486060924176591e+01,-1.126048589149490686e+00,1.122352904584557365e+01,-1.216613338837140068e+00,1.185996409412818942e+01,-2.353217549695341138e+00,1.147897093402261781e+01,-2.445549613470348049e+00,1.285559692036740209e+01,-5.079796093511875554e+00,1.531067679290256400e+01,-9.916067995041510930e-02,1.483097795412900943e+01,6.207996465430503097e-01,1.757116420140525292e+01,1.209989163000230183e+00,1.988364526992140568e+01,1.030384660813141728e-01,1.873883938000232874e+01,1.166646603801103854e+00,1.918464415728977457e+01,1.325746616300635727e+00
-1.171882756552300231e+00,-1.037243246639691224e-01,2.953114198798768020e-01,-6.405387815931562479e-01,1.369881944536068819e+00,-3.236265876868857472e+00,5.824922889100339063e+00,-3.823700895993089599e+00,6.107347546636960445e+00,-3.338881243822696021e+00,7.955353660814259875e+00,-2.220750726229176131e+00,8.451082578350900931e+00,-1.372491464516175874e+00,8.282710544703990152e+00,-3.820508925330647010e+00,7.257305459359384869e+00,-1.102652594259646346e+00,8.833668282234176772e+00,2.020105568798256090e-01,1.196062757488452277e+01,4.247061208040303626e-03,1.263895373019113677e+01,-4.886460996881304197e+00,1.082890196554700246e+01,-3.378799172563443420e+00,9.481424678920578941e+00,-2.352555558956204163e+00,1.418262575970006978e+01,-1.164279254671889863e+00,1.563147066896402393e+01,6.794530600459520731e-01,1.843047138766159776e+01,1.589006929550699887e+00,1.837163866429213854e+01,1.112243224854988277e+00,1.805460195110471844e+01,-8.866651420719853238e-01,1.994522824395799177e+01,-7.347348158807776031e-01
5.608834231255883651e-01,4.841263095821540241e-01,4.701185249618661244e-01,-3.009368016475892027e+00,2.223709176685678468e+00,-5.040736495127924321e+00,4.221666670321250869e+00,-3.402063022786118829e+00,3.350038242815224443e+00,-1.241656016104836002e+00,8.500112771211483675e+00,4.033377631848482636e-01,6.191317462929150750e+00,-2.248081306835875370e+00,1.042983916530119259e+01,-3.034663342556312315e+00,9.565848360948480789e+00,-1.034411070595381732e+00,8.219282318017974376e+00,-1.936877827958686460e+00,1.170113456644271999e+01,-3.494044777111355859e-01,1.191353419877453668e+01,-2.085284790909558872e+00,1.259491174380076117e+01,-3.588838011656546367e+00,1.181382270620845887e+01,-2.712935838579708658e+00,1.270642428791431655e+01,-1.777393234914221409e+00,1.858900377659118774e+01,2.096519681338143037e+00,1.643961826690306083e+01,2.038804226730773106e+00,1.874544151958277638e+01,3.987727397866029921e+00,1.953197547960652258e+01,8.016102271439683458e-01,2.082946376400165889e+01,6.770146345408971644e-01
1.462675649527767963e+00,3.602245577081241157e-01,4.931945423843279164e-01,-8.340461852469132076e-01,1.656537692031209819e+00,-3.679560677301471738e+00,2.306469704724779746e+00,-4.798948646966625375e+00,8.470381754515866390e+00,-2.394801637613563461e+00,6.747712558794472848e+00,-5.871747170196344179e-01,5.447602391852218950e+00,-1.856123248012190974e+00,7.246695639394511446e+00,-3.207516118528770388e+00,1.067980179152803721e+01,-1.719640829797643766e+00,7.877449788037436562e+00,-3.196267831694398209e-01,1.191134805632865046e+01,-1.151794327874296142e+00,1.091017882850049148e+01,-2.646112546693398571e+00,1.232101265720742234e+01,-1.844106699017596274e+00,1.251512543458021831e+01,-4.691529439106421506e+00,1.442097387757224070e+01,-1.216261890577771121e+00,1.514596178938934834e+01,2.317846097625961832e+00,1.633287039663046158e+01,1.652455186390955122e+00,1.946955045392561345e+01,1.494632033538433769e+00,1.851397083178406433e+01,-1.527208615294052829e-01,1.987964439512820292e+01,-2.149855910088652511e+00
-4.652137103822771014e-01,-7.746025640136797175e-02,1.867903478684584950e+00,-2.222914743087978096e+00,1.725786789343233263e+00,-2.180833723766359977e+00,4.438340953761391816e+00,-5.036228725000224671e+00,4.531216584654677249e+00,-2.695554340981129560e+00,8.569085421055218532e+00,-1.089200444903482667e+00,8.039588994447225190e+00,-1.768421964579548700e+00,7.594688715269880319e+00,-3.124955145354337382e+00,1.235810643873400139e+01,-1.777648215353136329e+00,1.029336037006057403e+01,-1.417334986942049735e+00,1.138919631016247891e+01,1.526791870646784233e-01,1.027110386333425396e+01,-2.401475928139295224e+00,1.108677513287081418e+01,-2.468513495047881090e+00,1.190698389444669125e+01,-3.278388599077028065e+00,1.290642617052383656e+01,-1.667241332150704913e+00,1.545180112109178872e+01,-7.439697804242988433e-01,1.757928493491224131e+01,4.423726528367382116e-01,1.895673137966239352e+01,-2.943337806960499847e-02,1.702974643752295236e+01,1.439518400102327567e+00,2.245055696272015311e+01,-1.085126239562539840e+00
-1.085766390333309905e+00,-1.261722387864235850e-01,-1.090124571883444915e+00,-9.090893687375394272e-01,3.205621933242717603e+00,-3.034677308276960694e+00,3.355616630234082187e+00,-5.232489558468651047e+00,7.583535433827658601e+00,-1.855486878847909749e+00,6.091393443116046136e+00,-1.986601437742912424e+00,6.373649641003193977e+00,-1.840909365298788680e+00,7.040583359461923152e+00,-4.067771434847946566e+00,8.411889866328190024e+00,-1.884505422169326927e+00,1.038933939725967548e+01,-6.772956730119520374e-01,1.150254094955842987e+01,2.388566420597839191e+00,1.182382047069597775e+01,-2.335893459531785954e+00,1.323767282686470637e+01,-2.412434769079221830e+00,1.129786545795530550e+01,-2.225274267800149808e+00,1.321095573981074445e+01,-2.278274781747620104e-01,1.411157914728976337e+01,8.990977368560060246e-01,1.640488647838756009e+01,-2.860639576785040106e-01,1.669008474179961610e+01,1.411611224774875550e+00,1.815540913191693306e+01,5.997882215155990737e-01,1.860079199906897074e+01,1.076631189703806113e+00
6.504774939771651443e-01,1.043578995640455087e+00,-7.292680691202251264e-01,-1.284261549391796375e+00,-2.335541782918792997e-02,-3.324537866428545652e+00,3.181288833383600689e+00,-4.499112730867363297e+00,4.471770060371163424e+00,-2.178888305380882962e+00,5.194447832329679215e+00,-1.482445233896670045e+00,7.381965873394772615e+00,-1.983924329954588783e+00,8.237075485467324043e+00,-2.837630920008821445e+00,7.405905282343695717e+00,-1.468770024614357350e+00,1.107326541401533504e+01,-1.942170331383546333e+00,1.163713463333652065e+01,9.354207788117570033e-01,1.136338001327766811e+01,-5.194989116264074447e+00,1.013982127034833702e+01,-2.932062311007082922e+00,1.051208583297198196e+01,-1.976625972805387210e+00,1.480357482682645198e+01,5.664381428844083022e-01,1.730123821932087935e+01,1.648847855987089384e+00,1.658907544620474184e+01,1.167752273267934626e+00,1.800599362726479669e+01,1.946569810903793885e+00,1.939672668731453697e+01,5.162891700650975579e-01,2.275862722189169318e+01,8.401689724704232420e-02
-1.903048178490439835e+00,5.502935545215577040e-01,-3.125484807554990141e-01,-9.081194108811461163e-01,8.157790814841725524e-01,-5.123220847989412796e+00,3.075735479827228058e+00,-3.718149938062723869e+00,6.791747813435856429e+00,-3.988046732011393924e+00,6.932399268379368706e+00,-1.223584153638720418e+00,7.832367645390248434e+00,-1.754995670983786393e+00,6.052478408929669484e+00,-3.727218150229279381e+00,7.882841028808397432e+00,-8.324644455836509582e-01,8.305849992119474834e+00,1.522705972823030329e+00,1.127689878870829432e+01,-6.000005027005034242e-01,9.759864658182184627e+00,-3.897080600799633032e+00,1.107914405419583659e+01,-2.967431964817921042e+00,1.349074284655752187e+01,-2.345662898509039529e+00,1.162804453648978154e+01,1.915847323212771514e-01,1.770699129613734968e+01,-9.941188147850323897e-01,1.809095203326176460e+01,1.345150916247041195e+00,2.083741208293130143e+01,9.711334419837265308e-01,1.983087057000680176e+01,6.899888286051305553e-01,2.111373637258862601e+01,5.410139315222460832e-01
-3.539388444526684330e-01,2.729946292899036564e+00,4.761085477832076029e-01,-2.464867368913106205e+00,2.020195851683724175e+00,-2.659245925035933933e+00,2.740895708163641142e+00,-4.859099360424736780e+00,5.010643743943175465e+00,-3.836111035513817491e+00,6.896249114561794791e+00,-3.580292747556379496e-01,8.845945887236990046e+00,-2.240369049831036463e+00,6.588795719046746768e+00,-1.405658133242794650e+00,7.616308027882235265e+00,-5.796598426611598853e-01,9.538125201794292352e+00,3.283487285906934172e-01,1.076232126573674996e+01,-2.968924372508002119e+00,1.148509715547596777e+01,-5.155535496901890724e-01,1.189924699093310601e+01,-3.676072813849041498e+00,1.336236643419370118e+01,-3.004820498630077275e+00,1.549640529450156201e+01,-1.021613119790501178e+00,1.642576883419871336e+01,-3.467721814842228412e-02,1.682198507222144457e+01,1.186158619767964328e+00,1.796192643824140234e+01,2.251553231042588532e+00,2.038468442008831616e+01,1.985242591438836968e+00,2.149995155409622782e+01,-1.861888458404341140e+00
1.768061247404078662e+00,-7.369703016883373259e-01,1.219513457198959205e+00,-1.091898469232908564e+00,2.903829250409390994e+00,-1.444040116349524450e+00,3.996963143940248209e+00,-3.678992694900474980e+00,5.717536385513694697e+00,-3.233897263092905039e+00,5.219238312753502029e+00,-1.527342743515569090e+00,7.530205610031739383e+00,-3.026622514265899344e+00,8.571719712405556635e+00,-3.199587831188046572e+00,1.098215826192624434e+01,6.119955145823678944e-01,8.792661801505559538e+00,2.223111763273148966e-01,1.044053878895564935e+01,-4.440791039115765670e-02,1.197650610076850164e+01,-3.453585935990558742e+00,1.054920915050658792e+01,-2.192615554767068264e+00,1.391513733612819692e+01,-4.131125282986364056e+00,1.391438542581791715e+01,-1.398509682505537643e+00,1.501834875631370991e+01,-8.838550805203995164e-01,1.787473119557773771e+01,2.078990957177389465e+00,1.970212332588707937e+01,1.215548499481496902e+00,1.989593800723812222e+01,-5.394641516309954810e-01,1.959246684336569899e+01,-2.083906983756372844e-01
-1.058988449447781921e+00,-1.886672805068307701e+00,-4.893792345474241579e-01,-3.256555316107490938e+00,2.232728160734708034e+00,-4.245864645991775710e+00,3.409299803941320484e+00,-3.254063663343674584e+00,5.866513124519054934e+00,-4.295720388080141561e+00,6.235038448566492697e+00,-3.931982643045508929e+00,7.979253967030704331e+00,-5.868088898529952857e-01,7.806157084792606504e+00,-4.749835128941974460e+00,9.847143704337653958e+00,-7.719398390189216030e-01,1.158523971039701550e+01,-1.260315862004183440e+00,9.831486244732072777e+00,-1.418974434229506754e+00,1.007311385307473550e+01,-4.336094833599636544e+00,1.253417273226333961e+01,-2.550574937934834807e+00,1.359780403216453593e+01,-3.973717045342632481e+00,1.440672977664157983e+01,-8.630371421636516827e-01,1.628633452435157380e+01,9.495004543554916854e-01,1.719954840061243218e+01,2.301950105066032481e+00,1.987217274647326448e+01,3.026029126915632528e+00,1.765211452061212682e+01,8.665629198046140846e-01,2.172942684934399438e+01,3.182062244868014839e-02
3.992194534691931307e-01,-1.616024277891418559e-01,5.310626412221394199e-01,-2.529587061406506354e+00,6.165309529725204740e-01,-3.802949760189209272e+00,1.717937913869594047e+00,-5.406435345484688071e+00,5.305765973775268485e+00,-2.699473529316480658e+00,5.439712456641633054e+00,-2.551799718397828709e+00,7.430507645977572295e+00,-1.207950135798701474e+00,6.767841843814598413e+00,-1.982722851788423668e+00,1.001389836059548699e+01,2.192124617107893414e-02,1.137480910133741574e+01,-2.630128535635703368e+00,1.183603932496739297e+01,-2.021475791083293672e+00,1.207574896199922065e+01,-3.189517424114973299e+00,1.126301056425126035e+01,-1.050979940566954429e+00,1.141766574715902749e+01,-2.928723438520810518e+00,1.513764452480192269e+01,-1.733813195563239429e+00,1.648494887585335533e+01,1.315889367378942909e+00,1.735339936701090480e+01,3.293515515835384377e+00,1.816929554697787808e+01,2.821721013398962086e+00,1.720736440604076023e+01,-2.338623497460576850e-01,2.089413347914736008e+01,1.450629415401636368e+00
5.940332375586647728e-01,-2.382698526730631094e-02,1.014315121561561561e+00,-2.051931699545018084e+00,5.689092453622948131e-01,-4.179390630409248963e+00,9.029037121715508540e-01,-3.963303636370639538e+00,5.393109030084788813e+00,-2.983335310143556462e+00,7.143520180415027454e+00,-3.255426683341390959e+00,7.167178172500891620e+00,-3.464006537332211533e-01,7.097908279550336985e+00,-2.480098534875989635e-01,7.979305635222687876e+00,-8.644060363131906843e-01,8.826205324794194951e+00,-2.498980203504774344e+00,1.282711697228004155e+01,-1.190387234118754467e+00,1.139340765151182921e+01,-4.084185360593759917e+00,1.157854647316262664e+01,-1.551748017029262572e+00,1.051893458329013065e+01,-2.202804451900784777e+00,1.154902323961626465e+01,-3.394188451155219499e-01,1.449710835973571577e+01,1.736329434487505985e+00,1.989130344294172659e+01,9.237501040115863038e-01,1.948304654704395844e+01,-1.299487615014294217e-01,1.831595216109851521e+01,-6.873628008747045826e-02,2.123272828997598793e+01,5.049453609268008680e-01
-1.987982101326935203e+00,-9.110411182045137224e-01,1.227232587296055666e+00,-1.911711736779348358e+00,2.489959914657710716e+00,-1.948320948772090500e+00,1.476547057507617167e+00,-3.278353229474284980e+00,8.842928546685239866e+00,-4.269290447835234481e+00,6.216058147560231006e+00,-5.379615139129478862e-01,7.441194462884801020e+00,-7.714469456480184117e-01,7.983689703137858196e+00,-2.538571429194115936e+00,1.161103249095557821e+01,-1.207574776787829318e+00,9.065263772247238450e+00,-7.310834420835511382e-01,1.177528686445300288e+01,-8.017998770603508296e-01,1.184318646559303367e+01,-3.052814969053156968e+00,1.272570410930640783e+01,-2.829489021943047966e+00,1.231561546536304519e+01,-3.410546820069323193e+00,1.387947484819631860e+01,1.765663151061624969e-01,1.557758840177242909e+01,-7.013874794336523166e-01,1.804429019118893152e+01,4.935691673622000231e-02,1.767181860466737930e+01,1.006991844505774614e+00,1.965919203898237555e+01,1.221682800637758026e+00,2.076726740385761971e+01,-2.507374813614597908e-01
